task,parameter,mean,median,sd,q025,q10,q90,q975
PartialtickTimelimited,alpha_neg_pop,0.7382311139716663,0.7396857329400275,0.0644218148020623,0.6125613828154448,0.6538193404086321,0.8203662491445013,0.860626296540967
PartialtickTimelimited,alpha_pos_pop,0.767261877652778,0.7753268567040201,0.08184587944084809,0.5890894470859124,0.6625169141474325,0.8669994667791561,0.9088735370375318
PartialtickTimelimited,mu_alpha_neg_logit,1.0664042439135772,1.0443357902547237,0.3542679674623939,0.4580917660755154,0.6358703043963231,1.5188308279697948,1.8205021473143443
PartialtickTimelimited,mu_alpha_pos_logit,1.2543199804040772,1.238638061177439,0.48783319907486056,0.36020269337433813,0.674530702577141,1.8746853386003743,2.299957717221822
PartialtickTimelimited,mu_beta_slope,0.012586286755205383,0.014057501151616194,0.18929480183623626,-0.36252272628621657,-0.23704204679577723,0.2515041564552271,0.3780087018195152
PartialtickTimelimited,mu_bias,0.03772458348691439,0.03831892352195364,0.045615056865007206,-0.05674642878732272,-0.02058432774415437,0.09466768269505063,0.12385903659336223
PartialtickTimelimited,mu_gamma,-0.04388439227175957,-0.04239861728776688,0.09549142406595952,-0.2340463767412709,-0.1652296411369827,0.07436049988126177,0.15265704608966726
PartialtickTimelimited,mu_log_beta0,1.5705698239835766,1.576546624929486,0.17386754046375325,1.2503238014055005,1.3367181467416334,1.793562650871195,1.899851767093854
PartialtickTimelimited,sigma_alpha_neg,0.41498350082528357,0.35526316871510133,0.3086350008819273,0.012794873804240128,0.05417631526483399,0.8342103142125323,1.1351432032087432
PartialtickTimelimited,sigma_alpha_pos,1.0615711721636236,1.0836359996927505,0.5410937531432402,0.07780065054063985,0.3002441385753074,1.7548770393999813,2.0880913649924078
PartialtickTimelimited,sigma_beta_slope,0.2020411279770269,0.17103774949527742,0.1493909862483792,0.011300170048070884,0.03312784323774384,0.41773572328400005,0.5434034355750097
PartialtickTimelimited,sigma_bias,0.14503677655110242,0.14760782866014793,0.0618311021407039,0.016330057316733614,0.062442636381898516,0.2200424495848512,0.2644835721780533
PartialtickTimelimited,sigma_gamma,0.5078832348095585,0.49870955436352016,0.09139292904327104,0.34748292174425105,0.39691476357341826,0.6346916090621584,0.6909961576019872
PartialtickTimelimited,sigma_log_beta0,0.6914394936496108,0.6865906564678721,0.12467790985270513,0.45741738823172917,0.534736574313993,0.8451808059022995,0.9655938064512435
