draw,group,alpha,beta_restored,gamma
184,Accept,1.4729028070600882,-0.33244527542929925,0.12181546373797054
184,Reject,0.9287608551385801,0.024401037251982175,0.22975564288622569
185,Accept,1.2771801217922705,-0.4694646716235187,0.09008315984193055
185,Reject,1.1073581124354916,-0.162689068961051,0.2028948229100364
186,Accept,1.2800768021066633,-0.2737770032301449,0.10425078975777886
186,Reject,0.7731907712596255,-0.22118559152780717,0.1795963599681814
187,Accept,1.458300172685977,-0.24691450175481444,0.18075147797024926
187,Reject,0.8724622276612356,-0.05337758707444628,0.16761597401947603
188,Accept,1.293217025169476,-0.2812031397420421,0.19466342936013528
188,Reject,1.3605512310207526,-0.05236550738240478,0.22407188581843968
189,Accept,1.4146231186918437,-0.1448460695537774,0.12172571572554147
189,Reject,0.9923989315983612,-0.11292675301700171,0.1974262427866241
190,Accept,1.081724820634828,-0.43899302107847465,0.08667186237759908
190,Reject,0.8445747094831512,-0.045094550971035055,0.10970678740101092
191,Accept,1.2243674730705725,-0.1951464872179067,0.14680277966282126
191,Reject,0.8590645946723792,-0.07717903465477793,0.14530475017362915
192,Accept,1.2548551904536225,0.07120249060497164,0.1709872528768527
192,Reject,1.0056875059433508,-0.12938440417090338,0.2221959766385632
193,Accept,1.0519774305814908,-0.418765947691582,0.020393798791533257
193,Reject,1.0216332948305222,-0.11577958238273742,0.2386199314421802
194,Accept,1.3168131890968418,-0.3292750829361936,0.13457083666954822
194,Reject,1.1206554089416443,-0.06652844571903842,0.13635159870137226
195,Accept,1.1544494223182562,-0.23882222476716936,0.07062720058497798
195,Reject,0.9593132638517762,0.01694525290317687,0.3204379889301552
196,Accept,1.2654727655401388,-0.24547487838894594,0.07320696441236174
196,Reject,1.0182549515427257,-0.048259032578579546,0.22434415161912502
197,Accept,1.1958840022728918,-0.3390536252994144,0.060241168796029206
197,Reject,0.8991613144528265,0.11843660072959411,0.2202323497999159
198,Accept,1.4527908818705395,-0.18077500736626753,0.13951745423986744
198,Reject,0.7500413351148032,-0.22213139110361763,0.19910610394814565
199,Accept,1.4046102064202508,-0.22203019300119237,0.07342778482782902
199,Reject,0.9017006679547244,-0.061771069113267366,0.2283553586069042
200,Accept,1.1750812686103134,0.056968678015950285,0.23229492545052985
200,Reject,1.0094293728591441,0.021014851432657685,0.20008737086270997
201,Accept,1.1615327805064584,-0.19700126241524846,0.10660685999196096
201,Reject,1.0643911893353009,-0.05362337308414919,0.18368924275887827
202,Accept,1.2262496035988717,-0.2100707695849685,0.15242730132734006
202,Reject,1.2013972690353165,0.03639870196830902,0.18380186340805071
203,Accept,1.3344813799517963,-0.20451007631679696,0.16446375645165842
203,Reject,0.7814627585123024,-0.25430676092761856,0.2291449751681696
204,Accept,1.4146738108349741,-0.3815134560927642,0.13206243099452433
204,Reject,1.0424891229364182,-0.10453120189756093,0.264749726563252
205,Accept,1.0212832539311543,-0.37087133827844276,0.11104586899577056
205,Reject,1.2211344901895915,0.46340186005678374,0.1391319689243656
206,Accept,1.3750626847627039,-0.13147835560769724,0.08339851610958486
206,Reject,1.2210846194708163,-0.023409249855197295,0.15472739567807836
207,Accept,1.2932741001420613,-0.24819975539498282,0.09520853709749791
